职位名称,职位所属部门名称,工作地点,工作性质,经验要求,学历要求,薪资,专业要求,招聘人数,职位诱惑（福利待遇）,岗位描述,公司名称,公司行业,公司性质,公司发展阶段（融资阶段）,公司规模,公司主页链接,发布时间,发布网站,信息来源
校园高级运营专员（经营分析方向）,外卖配送事业群,北京市,全职,3年,本科,8K-12K,NULL,NULL,NULL,"""
1、优化业务指标数据逻辑，定期分析项目进度，输出项目推动策略； 
2、了解市场发展方向及战略，为业务战略决策、业务方向提供决策支持；
3、定期输出市场数据分析报告，主动挖掘数据分析问题背后的原因，提出对策方案；
4、解决临时数据支持需求，提取并分析；"" ""1、本科及以上学历，1-3年数据分析相关工作经验；
2、深入洞察行业动态与资讯、分析行业发展趋势，收集、整理和分析有关的政策、动态和趋势等
3、对数据敏感，有强烈的好奇心，能从大量数据中发现商业价值，具备非常强的分析总结能力，具备良好的数据呈现能力和观点演说能力；
4、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力；
5、具备良好的沟通协调能力、学习能力，能推动数据产生的主要结论推进决策落地
6、精通数据仓库，精通SQL等数据查询语言及SAS,R等统计分析软件""",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/9,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=256577322581100600
app用户运营（老客留存、客户分析方向,零售事业部,北京市,全职,2年,本科,15K-30K,NULL,NULL,NULL,"1、有大型电商app用户产品运营经验2年+，有CRM经验优先；
2、对APP老客留存负责；
3、数据&逻辑强，熟悉用户分层分析及对应策略；
4、外卖餐饮类app加分；",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/8,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=256326676782319678
高级财务分析（上海）-点餐事业部,餐饮生态平台,上海市,全职,5年,本科,20K-30K,财会专业背景优先,NULL,NULL,"职责描述：
• 深入了解生态各业务，有独立的思考和判断，提供全方位的财务支持，成为业务的财务合作伙伴
• 主要负责财务预算、滚动预测与专题分析工作，撰写管理月会材料，提供事业群管理层决策支持
• 同时负责财务流程和规则设计及优化、业务风险控制、财务运营支持等工作
• 对接业务主要是针对商家端的服务，包含餐饮收银/会员/点餐软件、开放平台、供应链、信息服务等
• 同时覆盖被投企业的部分财务管理工作
• 向事业群财务总监汇报
任职资格：
• 全面系统的会计及财务分析的专业知识，具备CPA资格者优先
• 大型事务所审计或知名公司财务分析相关5年及以上工作经验，有互联网、软件服务经验者优先
• 知名院校本科或研究生学历，财会专业背景优先
• 较强的沟通能力，能及时推进并影响业务
• 较强的学习和适应能力，拥抱业务的快速变化",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/8,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=255126137785419476
保险业务-数据分析师,金融服务平台,北京市,全职,4年,本科,15K-30K,NULL,NULL,NULL,"-基于对互联网产品和保险业务深入理解的基础上，独立承担数据运营分析工作，为业务和产品提供数据决策和策略支持，分析方向包括但不限于行业分析、竞对动态、用户运营分析、活动运营分析、市场运营效果、经营分析、收益管理等；
-通过对产品业务的抽象研究分析，搭建数据指标体系，在交易预测、用户分层、精细化运营等方向上发起数据项目切实驱动产品业务发展；
-负责产品业务数据系统规划建设，围绕用户、供应等维度构建业务数据模型，与业务平台及外部数据平台对接，固化常规分析、管控数据平台；
-负责相关业务／产品部门的数据工作",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/8,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=256293917816850440
餐饮会员业务部-数据产品经理,到店餐饮事业群,北京市,全职,3年,本科,20K-40K,NULL,NULL,NULL,"【数据产品经理】

岗位职责：
1、规划设计会员系统数据产品，能深入业务、结合市场目标，挖掘业务价值与趋势、驱动业务发展。
2、按业务领域规划业务模型，结合新美大各到店业务方向，构建线上线下全域数据中心。
3、规划用户标签体系，对接前端营销产品，提供服务支持，提升营销效率。
4、了解熟悉商户的数据需求，梳理口径，通过前端展示给商户，辅助商户决策。

岗位要求：
1、具备良好的产品感知，能理解商户需求场景，挖掘业务核心诉求，抽象产品功能并解决业务痛点。
2、具备良好的数据感知，有一定的数据分析能力，并能将数据落地解决实际问题。
3、具备良好的产品主人翁意识，为产品生命周期负责，能续推广及优化产品。
4、熟悉互联网、大数据、人工智能领域，对业务新事物有浓厚兴趣，并能结合业务进行可落地的创新。",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/8,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=256273842863736724
数据产品经理-数据BI中心,技术工程及基础数据平台,北京市,全职,5年,本科,20K-40K,统计、数学、信息技术相关专业硕士以上学历,NULL,NULL,"岗位职责：
1、建设美团点评公司级的核心指标体系
2、设计和规划面向高层的数据产品及其应用
3、规划美团点评中长期战略分析的数据体系，包括不限于行业大数据等维度。

岗位要求：
1、统计、数学、信息技术相关专业硕士以上学历。
2、3年以上互联网产品工作经验，有数据产品，BI，数据建开发经验优先考虑
3、出色的表达沟通能力，项目协助执行能力
4、热爱大数据，认同数据价值。
5、良好的业务sense以及数据思维，思考有深度和体系。",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/5,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=225833085124264759
系统安全工程师（无人车）,餐饮平台,北京市,全职,5年,本科,25K-35K,NULL,NULL,NULL,"工作职责

从事人工智能及IoT领域的网络安全技术研究
设计及参与实施人工智能网络安全架构，保证配送无人车网络环境安全
设计及参与实施安全的网络传输环境，负责建设或参与建设高强度、易用的人工智能网络安全协议
设计及参与实施授限及认证体系
能独立完成需求分析、概要设计、编码和单元测试等工作,具备规范的代码风格和逻辑能力
职责要求

熟悉网络安全攻击方法（网络安全扫描原理及能力、协议分析、破解）
能从网络架构及协议层识别网络安全分析
熟悉多种身份认证技术的使用场景和技术实现方法，有软件研发经验
对数据加密、签名及完整性检测有研发经验
具有以下条件者优先：
有Linux、Android等OS的漏洞挖掘、POC、Exploit编写经验
熟悉Linux操作系统
熟悉TCP/IP，HTTP，HTTPS等网络协议
熟悉PKI，对RSA加密使用场景，对网络安全协议有深入了解",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/4,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=232403115202891159
实时数据研发高级工程师,外卖配送事业群,北京市,全职,3年,本科,20K-50K,计算机相关专业,NULL,NULL,"工作职责:
1. 负责配送实时计算平台的架构设计和开发
2. 负责配送实时数据应用系统的开发
任职资格:
1.本科以上学历，计算机相关专业，3年以上工作经验
2.熟悉Java/Python/NodeJS/Scala/PHP等一种或多种编程语言
3.熟悉Spark Structured Streaming和Flink、Storm等流计算引擎，有实际项目经验者优先
4.密切关注大数据相关技术的发展趋势,有Hadoop/Hbase/Druid/Kafka/Zookeeper/Flink/Spark等相关技术研究或开发经验者优先
6.熟悉常见的机器学习算法，了解SVM/CNN/RNN/LSTM/GBDT等算法者优先
7.有责任心，乐于挑战，善于沟通，学习能力强",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/4,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=252677740511167760
资深数据研发工程师,外卖配送事业群,北京市,全职,2年,本科,20K-50K,NULL,NULL,NULL,"工作职责：
1．配送业务的数据模型设计与架构设计，离线数仓和实时数据体系的建设和不断迭代；
2．数据体系化建设与管理相关的系统研发（元数据管理、模型管理、配置化工具、数据治理等相关模块的研发）；
3．配送数据产品需求的研发、项目管理、代码review及相关团队规范的制定与优化；
4．c端产品流量数据分析体系的建设；
5．骑手画像、商家画像、用户画像及系统的建设；
6．实时特征工程系统架构设计与特征体系的研发。

任职要求：
1.深入理解数据仓库建设和业务建模理论，熟悉ETL研发；
2.熟悉Hadoop架构和工作原理，精通MapReduce编程；精通Hive，有HQL优化经验；
3.精通Storm或spark streaming开发，有实际项目研发经验；
4.有Java Web项目开发经验，具备独立完成模块开发能力，熟悉基于J2EE的相关开源技术以及框架（Spring、SpringMVC, ibatis）和实现原理；
5.掌握数据结构与算法，有java或python研发经验；理解基本的设计模式，能将业务需求快速理解成技术需求；
6.熟练使用至少一种RDBMS，并熟悉其原理；
7.有其他数据研发相关工具经验优先，例如HBase、Kylin、ES、Tair/Redis；

其他要求：期望长期从事数据研发相关工作，关注业务，并能结合业务从数据角度思考和推动业务发展。",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/4,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=254500131097675235
商业化分析师,广告平台,上海市,全职,3年,本科,12K-15K,NULL,NULL,NULL,"岗位职责：
1.       研究并辅助部门发展战略，协助完成对重大战略项目进行可行性研究，形成报告。
2.       通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持；
3.       根据不同的业务场景，构建业务指标体系，建立和完善日常业务报告体系，能够及时、准确、完整的披露公司整体及各项目的运作情况；
4.       收集各类市场情报及相关行业政策与信息对市场进行深入调查研究，保证数据与信息的充分和真实；
5.       熟练独立编写商业数据分析报告，具备良好的商业敏感度和创新意识，快速识别商业问题和机会； 
6.       完成垂直行业的深度分析及产业链分析
 
工作要求
1.       3-5年咨询公司经验或互联网行业数据挖掘分析经验者优先
2.       优秀的商业分析能力（结构化思维）、沟通协调推进及解决问题能力
3.       对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力
4.       较强的统计分析技能，熟练使用excle、SPSS等统计软件
5.       文笔流畅，思路清晰，擅长撰写行业报告和制作PPT文件，有较好的PPT演示技巧和讲解能力
6.       具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验。",美团点评,O2O/生活服务，战略投资,电商平台,,10000人以上,www.meituan.com,2018/1/2,https://zhaopin.meituan.com,https://zhaopin.meituan.com/job-detail?jobId=246083503787924906
